2023-06-19 17:11:05,868 INFO    StreamThr :47964 [internal.py:wandb_internal():86] W&B internal server running at pid: 47964, started at: 2023-06-19 17:11:05.868251
2023-06-19 17:11:05,870 DEBUG   HandlerThread:47964 [handler.py:handle_request():144] handle_request: status
2023-06-19 17:11:05,870 INFO    WriterThread:47964 [datastore.py:open_for_write():85] open: c:\Users\Pranava\Documents\Aalborg\code\colab_experimental_results\FL_experiments_fixed\wandb\run-20230619_171105-pgbar9vg\run-pgbar9vg.wandb
2023-06-19 17:11:05,870 DEBUG   SenderThread:47964 [sender.py:send():369] send: header
2023-06-19 17:11:05,870 DEBUG   SenderThread:47964 [sender.py:send():369] send: run
2023-06-19 17:11:06,340 INFO    SenderThread:47964 [dir_watcher.py:__init__():211] watching files in: c:\Users\Pranava\Documents\Aalborg\code\colab_experimental_results\FL_experiments_fixed\wandb\run-20230619_171105-pgbar9vg\files
2023-06-19 17:11:06,340 INFO    SenderThread:47964 [sender.py:_start_run_threads():1100] run started: pgbar9vg with start time 1687187465.101162
2023-06-19 17:11:06,352 DEBUG   SenderThread:47964 [sender.py:send_request():396] send_request: summary_record
2023-06-19 17:11:06,352 INFO    SenderThread:47964 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-06-19 17:11:06,361 DEBUG   HandlerThread:47964 [handler.py:handle_request():144] handle_request: check_version
2023-06-19 17:11:06,361 DEBUG   SenderThread:47964 [sender.py:send_request():396] send_request: check_version
2023-06-19 17:11:06,534 DEBUG   HandlerThread:47964 [handler.py:handle_request():144] handle_request: run_start
2023-06-19 17:11:06,568 DEBUG   HandlerThread:47964 [system_info.py:__init__():31] System info init
2023-06-19 17:11:06,568 DEBUG   HandlerThread:47964 [system_info.py:__init__():46] System info init done
2023-06-19 17:11:06,568 INFO    HandlerThread:47964 [system_monitor.py:start():181] Starting system monitor
2023-06-19 17:11:06,568 INFO    SystemMonitor:47964 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-06-19 17:11:06,568 INFO    HandlerThread:47964 [system_monitor.py:probe():201] Collecting system info
2023-06-19 17:11:06,581 INFO    SystemMonitor:47964 [interfaces.py:start():190] Started cpu monitoring
2023-06-19 17:11:06,583 DEBUG   HandlerThread:47964 [system_info.py:probe():195] Probing system
2023-06-19 17:11:06,583 INFO    SystemMonitor:47964 [interfaces.py:start():190] Started disk monitoring
2023-06-19 17:11:06,585 INFO    SystemMonitor:47964 [interfaces.py:start():190] Started memory monitoring
2023-06-19 17:11:06,601 INFO    SystemMonitor:47964 [interfaces.py:start():190] Started network monitoring
2023-06-19 17:11:06,620 DEBUG   HandlerThread:47964 [system_info.py:_probe_git():180] Probing git
2023-06-19 17:11:06,740 DEBUG   HandlerThread:47964 [system_info.py:_probe_git():188] Probing git done
2023-06-19 17:11:06,740 DEBUG   HandlerThread:47964 [system_info.py:probe():240] Probing system done
2023-06-19 17:11:06,740 DEBUG   HandlerThread:47964 [system_monitor.py:probe():210] {'os': 'Windows-10-10.0.22621-SP0', 'python': '3.8.16', 'heartbeatAt': '2023-06-19T15:11:06.583553', 'startedAt': '2023-06-19T15:11:05.071000', 'docker': None, 'cuda': None, 'args': None, 'state': 'running', 'program': '<python with no main file>', 'git': {'remote': 'https://github.com/pringlesinghal/Goal_Oriented_Federated_Learning.git', 'commit': '1a47e61d6e9a618dee4b2c44a5c4f0211bbbcd84'}, 'email': 'pranava227@gmail.com', 'root': 'C:/Users/Pranava/Documents/Aalborg/code/colab_experimental_results/FL_experiments_fixed', 'host': 'DESKTOP-ED08IF2', 'username': 'Pranava', 'executable': 'c:\\Users\\Pranava\\anaconda3\\envs\\niid-bench\\python.exe', 'cpu_count': 10, 'cpu_count_logical': 12, 'cpu_freq': {'current': 1700.0, 'min': 0.0, 'max': 1700.0}, 'cpu_freq_per_core': [{'current': 1700.0, 'min': 0.0, 'max': 1700.0}], 'disk': {'total': 476.09765243530273, 'used': 299.3964500427246}, 'memory': {'total': 15.717826843261719}}
2023-06-19 17:11:06,740 INFO    HandlerThread:47964 [system_monitor.py:probe():211] Finished collecting system info
2023-06-19 17:11:06,750 INFO    HandlerThread:47964 [system_monitor.py:probe():214] Publishing system info
2023-06-19 17:11:06,750 DEBUG   HandlerThread:47964 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-06-19 17:11:06,751 DEBUG   HandlerThread:47964 [system_info.py:_save_pip():67] Saving pip packages done
2023-06-19 17:11:06,751 DEBUG   HandlerThread:47964 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-06-19 17:11:07,351 INFO    Thread-31 :47964 [dir_watcher.py:_on_file_created():272] file/dir created: c:\Users\Pranava\Documents\Aalborg\code\colab_experimental_results\FL_experiments_fixed\wandb\run-20230619_171105-pgbar9vg\files\conda-environment.yaml
2023-06-19 17:11:07,351 INFO    Thread-31 :47964 [dir_watcher.py:_on_file_created():272] file/dir created: c:\Users\Pranava\Documents\Aalborg\code\colab_experimental_results\FL_experiments_fixed\wandb\run-20230619_171105-pgbar9vg\files\wandb-summary.json
2023-06-19 17:11:07,351 INFO    Thread-31 :47964 [dir_watcher.py:_on_file_created():272] file/dir created: c:\Users\Pranava\Documents\Aalborg\code\colab_experimental_results\FL_experiments_fixed\wandb\run-20230619_171105-pgbar9vg\files\requirements.txt
2023-06-19 17:11:10,370 INFO    Thread-31 :47964 [dir_watcher.py:_on_file_modified():289] file/dir modified: c:\Users\Pranava\Documents\Aalborg\code\colab_experimental_results\FL_experiments_fixed\wandb\run-20230619_171105-pgbar9vg\files\conda-environment.yaml
2023-06-19 17:11:10,400 DEBUG   HandlerThread:47964 [system_info.py:_save_conda():86] Saving conda packages done
2023-06-19 17:11:10,402 INFO    HandlerThread:47964 [system_monitor.py:probe():216] Finished publishing system info
2023-06-19 17:11:10,403 DEBUG   SenderThread:47964 [sender.py:send():369] send: files
2023-06-19 17:11:10,403 INFO    SenderThread:47964 [sender.py:_save_file():1354] saving file wandb-metadata.json with policy now
